672743.102	3529399.181	6.1726
672743.087	3529399.311	6.1708
672743.056	3529399.430	6.1673
672743.035	3529399.542	6.1662
672743.010	3529399.647	6.1633
672742.994	3529399.750	6.1609
672742.979	3529399.851	6.1588
672742.952	3529399.978	6.1553
672742.933	3529400.108	6.1527
672742.908	3529400.235	6.1495
672742.892	3529400.338	6.1463
672742.867	3529400.451	6.1425
672742.842	3529400.576	6.1388
672742.824	3529400.716	6.1358
672742.799	3529400.850	6.1322
672742.777	3529400.989	6.1286
672742.753	3529401.129	6.1254
672742.718	3529401.263	6.1212
672742.691	3529401.399	6.1180
672742.653	3529401.543	6.1131
672742.620	3529401.685	6.1090
672742.596	3529401.827	6.1052
672742.552	3529402.015	6.1000
672742.533	3529402.113	6.0970
672742.496	3529402.260	6.0957
672742.466	3529402.406	6.0980
672742.437	3529402.504	6.1006
672742.418	3529402.604	6.1058
672742.410	3529402.712	6.1112
672742.398	3529402.821	6.1162
672742.381	3529402.930	6.1213
672742.373	3529403.039	6.1279
672742.369	3529403.152	6.1349
672742.363	3529403.262	6.1412
672742.355	3529403.364	6.1471
672742.357	3529403.508	6.1563
672742.347	3529403.636	6.1638
672742.335	3529403.755	6.1723
672742.330	3529403.867	6.1820
672742.318	3529403.975	6.1906
672742.318	3529404.085	6.1998
672742.312	3529404.220	6.2110
672742.321	3529404.332	6.2214
672742.320	3529404.447	6.2329
672742.325	3529404.579	6.2461
672742.334	3529404.725	6.2598
672742.340	3529404.828	6.2701
672742.347	3529404.931	6.2783
672742.354	3529405.035	6.2757
672742.364	3529405.141	6.2752
672742.368	3529405.248	6.2731
672742.365	3529405.353	6.2710
672742.363	3529405.457	6.2696
672742.354	3529405.604	6.2669
672742.343	3529405.743	6.2640
672742.324	3529405.881	6.2636
672742.317	3529406.024	6.2663
672742.314	3529406.170	6.2684
672742.320	3529406.318	6.2715
672742.326	3529406.462	6.2752
672742.335	3529406.600	6.2785
672742.339	3529406.729	6.2816
672742.337	3529406.849	0.0008
672742.343	3529406.965	0.0039
672742.348	3529407.070	0.0063
672742.356	3529407.202	0.0103
672742.365	3529407.311	0.0133
672742.364	3529407.420	0.0160
672742.373	3529407.531	0.0193
672742.373	3529407.640	0.0217
672742.383	3529407.748	0.0252
672742.386	3529407.857	0.0280
672742.392	3529407.971	0.0315
672742.399	3529408.084	0.0297
672742.390	3529408.206	0.0267
672742.394	3529408.325	0.0245
672742.388	3529408.444	0.0215
672742.386	3529408.555	0.0198
672742.375	3529408.664	0.0172
672742.373	3529408.769	0.0153
672742.365	3529408.875	0.0121
672742.358	3529408.984	0.0098
672742.353	3529409.087	0.0067
672742.349	3529409.194	0.0046
672742.344	3529409.303	0.0017
672742.339	3529409.415	6.2825
672742.336	3529409.525	6.2793
672742.333	3529409.634	6.2765
672742.329	3529409.750	6.2735
672742.324	3529409.877	6.2696
672742.315	3529410.014	6.2657
672742.309	3529410.119	6.2631
672742.302	3529410.220	6.2603
672742.295	3529410.321	6.2573
672742.290	3529410.425	6.2555
672742.281	3529410.533	6.2526
672742.270	3529410.639	6.2495
672742.255	3529410.803	6.2456
672742.245	3529410.913	6.2429
672742.239	3529411.018	6.2397
672742.231	3529411.128	6.2370
672742.219	3529411.234	6.2334
672742.213	3529411.342	6.2318
672742.195	3529411.452	6.2274
672742.177	3529411.563	6.2240
672742.175	3529411.677	6.2210
672742.171	3529411.786	6.2181
672742.160	3529411.898	6.2151
672742.151	3529412.003	6.2125
672742.141	3529412.108	6.2099
672742.131	3529412.211	6.2070
672742.113	3529412.309	6.2031
672742.092	3529412.454	6.1993
672742.076	3529412.593	6.1947
672742.062	3529412.732	6.1905
672742.050	3529412.877	6.1868
672742.030	3529413.021	6.1833
672742.006	3529413.159	6.1792
672741.983	3529413.299	6.1743
672741.955	3529413.443	6.1695
672741.931	3529413.588	6.1647
672741.911	3529413.732	6.1598
672741.892	3529413.878	6.1552
672741.865	3529414.022	6.1504
672741.845	3529414.124	6.1473
672741.819	3529414.274	6.1425
672741.794	3529414.377	6.1387
672741.773	3529414.481	6.1355
672741.757	3529414.583	6.1328
672741.738	3529414.684	6.1294
672741.718	3529414.784	6.1261
672741.703	3529414.883	6.1231
672741.683	3529414.984	6.1202
672741.654	3529415.133	6.1168
672741.632	3529415.233	6.1155
672741.613	3529415.331	6.1160
672741.600	3529415.437	6.1169
672741.587	3529415.542	6.1177
672741.568	3529415.648	6.1185
672741.552	3529415.758	6.1198
672741.539	3529415.868	6.1220
672741.521	3529415.975	6.1234
672741.500	3529416.081	6.1241
672741.482	3529416.183	6.1255
672741.471	3529416.288	6.1279
672741.450	3529416.434	6.1312
672741.431	3529416.574	6.1380
672741.418	3529416.715	6.1467
672741.414	3529416.855	6.1585
672741.410	3529416.990	6.1717
672741.413	3529417.129	6.1854
672741.422	3529417.278	6.1998
672741.423	3529417.380	6.2095
672741.422	3529417.530	6.2240
672741.433	3529417.637	6.2354
672741.443	3529417.744	6.2460
672741.444	3529417.851	6.2564
672741.453	3529417.959	6.2674
672741.465	3529418.075	6.2786
672741.476	3529418.178	0.0063
672741.484	3529418.285	0.0180
672741.498	3529418.391	0.0294
672741.512	3529418.499	0.0402
672741.525	3529418.602	0.0513
672741.539	3529418.706	0.0622
672741.556	3529418.807	0.0732
672741.586	3529418.956	0.0903
672741.614	3529419.056	0.1017
672741.639	3529419.155	0.1124
672741.668	3529419.297	0.1267
672741.702	3529419.433	0.1350
672741.723	3529419.566	0.1332
672741.742	3529419.704	0.1315
672741.745	3529419.841	0.1286
672741.755	3529419.978	0.1262
672741.766	3529420.107	0.1236
672741.761	3529420.246	0.1188
672741.764	3529420.382	0.1155
672741.771	3529420.525	0.1109
672741.772	3529420.674	0.1059
672741.777	3529420.783	0.1032
672741.780	3529420.883	0.0992
672741.790	3529420.990	0.0958
672741.795	3529421.102	0.0919
672741.781	3529421.208	0.0863
672741.775	3529421.316	0.0827
672741.789	3529421.425	0.0804
672741.795	3529421.535	0.0759
672741.778	3529421.636	0.0704
672741.769	3529421.751	0.0664
672741.770	3529421.862	0.0626
672741.771	3529421.974	0.0590
672741.764	3529422.088	0.0542
672741.766	3529422.204	0.0510
672741.770	3529422.322	0.0471
672741.765	3529422.443	0.0424
672741.758	3529422.560	0.0388
672741.759	3529422.677	0.0354
672741.761	3529422.795	0.0314
672741.758	3529422.908	0.0266
672741.757	3529423.023	0.0225
672741.753	3529423.140	0.0182
672741.746	3529423.259	0.0137
672741.746	3529423.372	0.0092
672741.743	3529423.488	0.0045
672741.736	3529423.600	6.2831
672741.730	3529423.715	6.2794
672741.726	3529423.827	6.2759
672741.718	3529423.938	6.2718
672741.710	3529424.041	6.2675
672741.702	3529424.148	6.2641
672741.698	3529424.253	6.2609
672741.691	3529424.358	6.2567
672741.684	3529424.461	6.2534
672741.679	3529424.566	6.2504
672741.668	3529424.668	6.2463
672741.659	3529424.772	6.2436
672741.646	3529424.921	6.2387
672741.626	3529425.063	6.2341
672741.608	3529425.205	6.2304
672741.590	3529425.338	6.2252
672741.578	3529425.465	6.2216
672741.563	3529425.585	6.2169
672741.555	3529425.705	6.2135
672741.543	3529425.821	6.2103
672741.525	3529425.933	6.2045
672741.507	3529426.048	6.1984
672741.481	3529426.171	6.1911
672741.454	3529426.294	6.1840
672741.426	3529426.423	6.1759
672741.401	3529426.569	6.1695
672741.383	3529426.670	6.1662
672741.352	3529426.775	6.1611
672741.330	3529426.875	6.1571
672741.324	3529426.986	6.1552
672741.317	3529427.097	6.1519
672741.288	3529427.206	6.1464
672741.261	3529427.314	6.1426
672741.247	3529427.422	6.1401
672741.233	3529427.536	6.1373
672741.206	3529427.645	6.1327
672741.178	3529427.741	6.1282
672741.155	3529427.838	6.1251
672741.136	3529427.938	6.1223
672741.106	3529428.075	6.1168
672741.074	3529428.205	6.1120
672741.040	3529428.327	6.1084
672741.025	3529428.448	6.1050
672740.998	3529428.564	6.0999
672740.969	3529428.683	6.0957
672740.937	3529428.812	6.0913
672740.911	3529428.943	6.0879
672740.879	3529429.079	6.0831
672740.831	3529429.213	6.0775
672740.805	3529429.312	6.0748
672740.762	3529429.454	6.0700
672740.723	3529429.596	6.0655
672740.686	3529429.733	6.0619
672740.655	3529429.858	6.0584
672740.629	3529429.965	6.0550
672740.596	3529430.086	6.0518
672740.561	3529430.188	6.0487
672740.528	3529430.294	6.0450
672740.496	3529430.389	6.0422
672740.429	3529430.471	6.0300
672740.346	3529430.556	5.9673
672740.249	3529430.621	5.9120
672740.150	3529430.685	5.8616
672740.035	3529430.742	5.8053
672739.919	3529430.797	5.7473
672739.826	3529430.839	5.7020
672739.703	3529430.888	5.6405
672739.605	3529430.917	5.5921
672739.476	3529430.947	5.5279
672739.368	3529430.962	5.4762
672739.256	3529430.973	5.4146
672739.131	3529430.980	5.3498
672738.996	3529430.985	5.2871
672738.860	3529430.977	5.2253
672738.727	3529430.957	5.1657
672738.604	3529430.926	5.1073
672738.485	3529430.892	5.0491
672738.375	3529430.860	4.9995
672738.264	3529430.819	4.9636
672738.155	3529430.792	4.9392
672738.054	3529430.791	4.9246
672737.922	3529430.799	4.9072
672737.795	3529430.821	4.8909
672737.670	3529430.828	4.8689
672737.541	3529430.832	4.8456
672737.410	3529430.820	4.8214
672737.278	3529430.805	4.8009
672737.148	3529430.792	4.7843
672737.018	3529430.786	4.7697
672736.889	3529430.783	4.7623
672736.759	3529430.776	4.7567
672736.630	3529430.774	4.7523
672736.529	3529430.778	4.7488
672736.359	3529430.778	4.7425
672736.249	3529430.786	4.7395
672736.139	3529430.784	4.7359
672736.034	3529430.789	4.7333
672735.928	3529430.783	4.7298
672735.824	3529430.776	4.7260
672735.717	3529430.774	4.7228
672735.607	3529430.773	4.7198
672735.498	3529430.771	4.7166
672735.391	3529430.768	4.7133
672735.284	3529430.763	4.7100
672735.181	3529430.759	4.7065
672735.081	3529430.756	4.7033
672734.978	3529430.752	4.6999
672734.878	3529430.746	4.6965
672734.768	3529430.738	4.6928
672734.656	3529430.733	4.6895
672734.543	3529430.724	4.6859
672734.430	3529430.716	4.6824
672734.324	3529430.706	4.6781
672734.208	3529430.696	4.6740
672734.097	3529430.692	4.6702
672733.988	3529430.680	4.6661
672733.882	3529430.671	4.6623
672733.768	3529430.660	4.6584
672733.652	3529430.649	4.6544
672733.527	3529430.636	4.6499
672733.385	3529430.616	4.6452
672733.241	3529430.599	4.6399
672733.092	3529430.582	4.6355
672732.949	3529430.565	4.6309
672732.817	3529430.544	4.6267
672732.688	3529430.530	4.6228
672732.571	3529430.511	4.6185
672732.458	3529430.496	4.6148
672732.343	3529430.480	4.6106
672732.230	3529430.472	4.6071
672732.110	3529430.461	4.6029
672731.995	3529430.442	4.5990
672731.883	3529430.434	4.5958
672731.779	3529430.416	4.5917
672731.674	3529430.398	4.5884
672731.565	3529430.384	4.5856
672731.458	3529430.357	4.5816
672731.343	3529430.342	4.5784
672731.229	3529430.322	4.5743
672731.107	3529430.299	4.5710
672730.972	3529430.275	4.5666
672730.840	3529430.243	4.5621
672730.704	3529430.217	4.5584
672730.562	3529430.182	4.5536
672730.463	3529430.163	4.5512
672730.361	3529430.148	4.5488
672730.263	3529430.128	4.5454
672730.119	3529430.096	4.5406
672730.020	3529430.077	4.5377
672729.923	3529430.052	4.5336
672729.824	3529430.029	4.5304
672729.717	3529430.012	4.5270
672729.612	3529429.990	4.5235
672729.503	3529429.964	4.5199
672729.395	3529429.940	4.5164
672729.286	3529429.913	4.5131
672729.178	3529429.881	4.5095
672729.071	3529429.853	4.5057
672728.970	3529429.824	4.5027
672728.823	3529429.785	4.4981
672728.688	3529429.750	4.4927
672728.549	3529429.715	4.4878
672728.405	3529429.678	4.4862
672728.307	3529429.656	4.4912
672728.207	3529429.630	4.5026
672728.105	3529429.607	4.5182
672727.995	3529429.595	4.5376
672727.888	3529429.589	4.5559
672727.775	3529429.591	4.5741
672727.664	3529429.597	4.5911
672727.554	3529429.612	4.6088
672727.451	3529429.628	4.6260
672727.307	3529429.654	4.6505
672727.167	3529429.686	4.6748
672727.035	3529429.721	4.6977
672726.912	3529429.751	4.7179
672726.790	3529429.774	4.7291
672726.673	3529429.795	4.7290
672726.557	3529429.807	4.7276
672726.448	3529429.802	4.7257
672726.338	3529429.792	4.7245
672726.234	3529429.776	4.7226
672726.134	3529429.768	4.7212
672726.032	3529429.762	4.7197
672725.869	3529429.757	4.7169
672725.764	3529429.760	4.7149
672725.656	3529429.761	4.7129
672725.547	3529429.764	4.7108
672725.431	3529429.758	4.7077
672725.302	3529429.753	4.7049
672725.158	3529429.747	4.7018
672725.010	3529429.731	4.6985
672724.863	3529429.721	4.6954
672724.688	3529429.710	4.6919
672724.563	3529429.700	4.6889
672724.443	3529429.693	4.6854
672724.267	3529429.678	4.6806
672724.127	3529429.668	4.6774
672723.976	3529429.656	4.6764
672723.825	3529429.645	4.6769
672723.720	3529429.647	4.6783
672723.618	3529429.649	4.6794
672723.470	3529429.639	4.6800
672723.367	3529429.638	4.6814
672723.266	3529429.639	4.6827
672723.123	3529429.633	4.6849
672722.981	3529429.625	4.6893
672722.835	3529429.627	4.6961
672722.733	3529429.628	4.7024
672722.591	3529429.628	4.7110
672722.454	3529429.635	4.7200
672722.317	3529429.644	4.7267
672722.188	3529429.652	4.7239
672722.064	3529429.664	4.7214
672721.949	3529429.663	4.7185
672721.842	3529429.658	4.7160
672721.740	3529429.654	4.7137
672721.635	3529429.649	4.7115
672721.531	3529429.651	4.7104
672721.429	3529429.640	4.7071
672721.295	3529429.634	4.7046
672721.170	3529429.629	4.7019
672721.042	3529429.629	4.6988
672720.938	3529429.624	4.6967
672720.778	3529429.615	4.6927
672720.647	3529429.608	4.6899
672720.516	3529429.596	4.6863
672720.389	3529429.593	4.6836
672720.260	3529429.582	4.6799
672720.160	3529429.573	4.6775
672720.057	3529429.562	4.6749
672719.956	3529429.554	4.6736
672719.850	3529429.540	4.6773
672719.738	3529429.537	4.6859
672719.617	3529429.535	4.6977
672719.487	3529429.544	4.7119
672719.351	3529429.563	4.7260
672719.207	3529429.582	4.7390
672719.072	3529429.601	4.7519
672718.940	3529429.626	4.7662
672718.810	3529429.650	4.7805
672718.671	3529429.675	4.7944
672718.536	3529429.707	4.8064
672718.399	3529429.737	4.8140
672718.267	3529429.767	4.8137
672718.143	3529429.784	4.8120
672718.025	3529429.792	4.8102
672717.918	3529429.792	4.8079
672717.815	3529429.797	4.8060
672717.683	3529429.805	4.8032
672717.582	3529429.813	4.8012
672717.480	3529429.820	4.7985
672717.373	3529429.824	4.7956
672717.266	3529429.830	4.7926
672717.144	3529429.833	4.7894
672717.020	3529429.834	4.7861
672716.887	3529429.834	4.7820
672716.748	3529429.841	4.7782
672716.606	3529429.837	4.7741
672716.454	3529429.831	4.7704
672716.309	3529429.839	4.7671
672716.163	3529429.839	4.7633
672716.029	3529429.841	4.7602
672715.904	3529429.841	4.7575
672715.781	3529429.845	4.7554
672715.666	3529429.850	4.7523
672715.552	3529429.844	4.7485
672715.431	3529429.844	4.7460
672715.310	3529429.846	4.7430
672715.192	3529429.848	4.7402
672715.081	3529429.849	4.7380
672714.975	3529429.846	4.7349
672714.866	3529429.839	4.7318
672714.754	3529429.838	4.7291
672714.632	3529429.835	4.7260
672714.494	3529429.838	4.7232
672714.349	3529429.837	4.7197
672714.247	3529429.836	4.7175
672714.098	3529429.833	4.7146
672713.959	3529429.821	4.7107
672713.828	3529429.809	4.7071
672713.706	3529429.797	4.7038
672713.586	3529429.783	4.7004
672713.466	3529429.777	4.6964
672713.345	3529429.770	4.6929
672713.213	3529429.761	4.6895
672713.085	3529429.755	4.6859
672712.916	3529429.742	4.6803
672712.793	3529429.729	4.6761
672712.678	3529429.707	4.6679
672712.568	3529429.691	4.6584
672712.460	3529429.673	4.6485
672712.358	3529429.659	4.6392
672712.254	3529429.639	4.6294
672712.154	3529429.619	4.6200
672712.050	3529429.590	4.6097
672711.944	3529429.560	4.5986
672711.822	3529429.529	4.5882
672711.696	3529429.496	4.5782
672711.579	3529429.463	4.5688
672711.465	3529429.439	4.5606
672711.366	3529429.407	4.5517
672711.249	3529429.386	4.5429
672711.138	3529429.349	4.5329
