672741.003	3529407.915	5.7235
672740.661	3529407.906	5.7653
672740.646	3529408.008	5.8038
672740.637	3529408.112	5.7505
672740.622	3529408.224	5.7721
672740.629	3529408.325	5.7840
672740.645	3529408.424	5.7998
672740.655	3529408.541	5.7968
672740.660	3529408.649	5.7734
672740.643	3529408.752	5.7475
672740.623	3529408.856	5.7452
672740.613	3529408.967	5.7598
672740.614	3529409.091	5.7680
672740.603	3529409.204	5.7570
672740.597	3529409.313	5.7396
672740.588	3529409.428	5.7503
672740.595	3529409.532	5.7643
672740.607	3529409.653	5.7693
672740.616	3529409.780	5.7538
672740.608	3529409.887	5.7474
672740.604	3529410.004	5.7573
672740.599	3529410.111	5.7556
672740.581	3529410.214	5.7380
672740.566	3529410.320	5.7338
672740.572	3529410.420	5.7477
672740.567	3529410.537	5.7721
672740.572	3529410.646	5.7879
672740.597	3529410.756	5.7924
672740.616	3529410.862	5.7895
672740.606	3529410.974	5.7706
672740.598	3529411.079	5.7580
672740.586	3529411.180	5.7396
672740.558	3529411.294	5.7346
672740.540	3529411.411	5.7286
672740.524	3529411.536	5.7205
672740.524	3529411.641	5.7165
672740.518	3529411.743	5.7139
672740.512	3529411.866	5.7206
672740.505	3529411.988	5.7405
672740.504	3529412.106	5.7610
672740.513	3529412.208	5.7763
672740.540	3529412.316	5.7838
672740.551	3529412.421	5.7827
672740.543	3529412.544	5.7561
672740.524	3529412.669	5.7530
672740.497	3529412.788	5.7554
672740.493	3529412.897	5.7590
672740.483	3529413.002	5.7540
672740.476	3529413.118	5.7487
672740.464	3529413.230	5.7327
672740.448	3529413.346	5.7249
672740.440	3529413.449	5.7314
672740.440	3529413.572	5.7443
672740.446	3529413.678	5.7548
672740.448	3529413.791	5.7548
672740.439	3529413.900	5.7392
672740.431	3529414.012	5.7270
672740.409	3529414.119	5.7197
672740.386	3529414.226	5.7233
672740.365	3529414.333	5.7176
672740.358	3529414.440	5.7149
672740.347	3529414.556	5.7088
672740.334	3529414.678	5.7062
672740.325	3529414.803	5.6967
672740.314	3529414.939	5.6966
672740.301	3529415.048	5.6955
672740.292	3529415.158	5.7045
672740.277	3529415.262	5.7056
672740.276	3529415.369	5.7076
672740.272	3529415.472	5.7134
672740.271	3529415.576	5.7336
672740.269	3529415.706	5.7565
672740.282	3529415.839	5.7709
672740.292	3529415.939	5.7806
672740.299	3529416.067	5.7917
672740.307	3529416.196	5.7797
672740.297	3529416.302	5.7608
672740.294	3529416.408	5.7469
672740.279	3529416.513	5.7395
672740.255	3529416.616	5.7384
672740.240	3529416.721	5.7458
672740.210	3529416.835	5.7361
672740.199	3529416.947	5.7344
672740.186	3529417.072	5.7232
672740.162	3529417.197	5.7021
672740.143	3529417.304	5.6897
672740.112	3529417.411	5.6818
672740.097	3529417.521	5.6816
672740.088	3529417.625	5.6799
672740.079	3529417.729	5.6811
672740.076	3529417.838	5.7023
672740.070	3529417.952	5.7153
672740.066	3529418.061	5.7176
672740.067	3529418.181	5.7195
672740.069	3529418.300	5.7299
672740.069	3529418.414	5.7471
672740.074	3529418.528	5.7683
672740.079	3529418.644	5.7900
672740.095	3529418.753	5.8082
672740.108	3529418.860	5.8260
672740.122	3529418.975	5.8285
672740.130	3529419.086	5.8139
672740.137	3529419.209	5.7941
672740.127	3529419.346	5.7965
672740.118	3529419.482	5.8101
672740.114	3529419.603	5.8229
672740.110	3529419.710	5.8264
672740.120	3529419.811	5.8354
672740.140	3529419.913	5.8545
